nav_id,role_id,role_name,door,group_id,label_ar,route,sort,active,module_id,module_code
155,12,"ادارة المبيعات",APPR,,"جاهزية العروض",Clients/readiness_lines.php,20,1,129,Clients/readiness_lines.php
158,12,"ادارة المبيعات",APPR,,"موافقات إدارتي",FinRequests/dept_inbox.php,30,1,116,FinRequests/dept_inbox.php
160,12,"ادارة المبيعات",APPR,,"الميزانية والانحراف",Finance/budget_form_fin.php,40,1,89,Finance/budget_form_fin.php
141,12,"ادارة المبيعات",DAILY,,"الفرص البيعية",Opportunities/opportunities.php,10,1,66,Opportunities/opportunities.php
145,12,"ادارة المبيعات",DAILY,,"أنشطة العملاء",Clients/activities.php,20,1,77,Clients/activities.php
147,12,"ادارة المبيعات",DAILY,,المناقصات,Clients/tenders.php,30,1,79,Clients/tenders.php
148,12,"ادارة المبيعات",DAILY,,"عروض الأسعار",Clients/quotations.php,40,1,80,Clients/quotations.php
156,12,"ادارة المبيعات",DAILY,,"طلب مالي جديد",FinRequests/request_form.php,50,1,114,FinRequests/request_form.php
157,12,"ادارة المبيعات",DAILY,,"طلباتي المالية",FinRequests/my_requests.php,60,1,115,FinRequests/my_requests.php
470,12,"ادارة المبيعات",HOME,,الرئيسية,main/role_board.php,10,1,139,main/role_board.php
142,12,"ادارة المبيعات",REC,,العملاء,Clients/clients.php,10,1,1,Clients/clients.php
143,12,"ادارة المبيعات",REC,,المشاريع,Projects/projects.php,20,1,2,Projects/projects.php
144,12,"ادارة المبيعات",REC,,العقود,Contracts/contracts.php,30,1,20,Contracts/contracts.php
152,12,"ادارة المبيعات",REC,,"ملاحق العقود وتجديداتها",Clients/contract_amendments.php,40,1,84,Clients/contract_amendments.php
490,12,"ادارة المبيعات",REC,,المستخلصات,Contracts/claims.php,45,1,142,Contracts/claims.php
550,12,"ادارة المبيعات",REC,,"مصفوفة التزامات العقد",Contracts/contract_obligations.php,47,1,145,Contracts/contract_obligations.php
564,12,"ادارة المبيعات",REC,,"احتساب الجزاءات والحوافز",Contracts/penalties.php,48,1,147,Contracts/penalties.php
153,12,"ادارة المبيعات",REC,,"سجل حركة العقد",Clients/contract_events.php,50,1,85,Clients/contract_events.php
612,12,"ادارة المبيعات",REC,,"شروط تعديل السعر",Contracts/price_terms.php,53,1,154,Contracts/price_terms.php
154,12,"ادارة المبيعات",REC,,"التزامات العقود",Clients/contract_commitments.php,60,1,127,Clients/contract_commitments.php
657,12,"ادارة المبيعات",REC,,"الفاتورة الضريبية",Contracts/tax_invoices.php,63,1,164,Contracts/tax_invoices.php
660,12,"ادارة المبيعات",REC,,"كشف حساب العميل",Contracts/client_statement.php,64,1,165,Contracts/client_statement.php
670,12,"ادارة المبيعات",REC,,"الذمم والتحصيل",Contracts/collections.php,65,1,166,Contracts/collections.php
159,12,"ادارة المبيعات",REC,,"المعاملات المالية",Finance/events_list_fin.php,70,1,86,Finance/events_list_fin.php
693,12,"ادارة المبيعات",REC,,"نطاقات العقد التشغيلية",Contracts/contract_sites.php,71,1,172,Contracts/contract_sites.php
699,12,"ادارة المبيعات",REC,,"بنود عقد العميل وقيمته",Contracts/contract_lines.php,72,1,173,Contracts/contract_lines.php
703,12,"ادارة المبيعات",REC,,"الجدول الشهري للعقد",Contracts/contract_monthly_plan.php,73,1,174,Contracts/contract_monthly_plan.php
707,12,"ادارة المبيعات",REC,,"خطة موارد العقد",Contracts/contract_resource_plan.php,74,1,175,Contracts/contract_resource_plan.php
714,12,"ادارة المبيعات",REC,,"خطة دفع العقد",Contracts/contract_payment_schedule.php,75,1,176,Contracts/contract_payment_schedule.php
722,12,"ادارة المبيعات",REC,,"ضمانات العقد",Contracts/contract_guarantees.php,76,1,177,Contracts/contract_guarantees.php
732,12,"ادارة المبيعات",REC,,"ربط الخطة بالفعلي",Contracts/plan_actual_link.php,77,1,178,Contracts/plan_actual_link.php
736,12,"ادارة المبيعات",REC,,"خط أساس العقد",Contracts/contract_baseline.php,78,1,179,Contracts/contract_baseline.php
744,12,"ادارة المبيعات",REC,,"اقتصاد دورة حياة العقد",Contracts/contract_lifecycle.php,79,1,180,Contracts/contract_lifecycle.php
752,12,"ادارة المبيعات",REC,,"اللوحة التجارية للعقود",Contracts/commercial_board.php,80,1,181,Contracts/commercial_board.php
161,12,"ادارة المبيعات",REP,,"مركز التقارير",Reports/reports.php,10,1,4,Reports/reports.php
149,12,"ادارة المبيعات",SET,,"قوائم ونماذج التسعير",Clients/pricelists.php,10,1,81,Clients/pricelists.php
150,12,"ادارة المبيعات",SET,,"كتالوج المنتجات والخدمات",Clients/products.php,20,1,82,Clients/products.php
151,12,"ادارة المبيعات",SET,,"وحدات القياس",Clients/units_of_measure.php,30,1,83,Clients/units_of_measure.php
162,12,"ادارة المبيعات",SET,,الإعدادات,Settings/settings.php,40,1,11,Settings/settings.php
170,13,"ادارة الصيانة",APPR,,"موافقات إدارتي",FinRequests/dept_inbox.php,10,1,116,FinRequests/dept_inbox.php
172,13,"ادارة الصيانة",APPR,,"الميزانية والانحراف",Finance/budget_form_fin.php,20,1,89,Finance/budget_form_fin.php
163,13,"ادارة الصيانة",DAILY,,"أوامر الصيانة",Maintenance/orders.php,10,1,43,Maintenance/orders.php
164,13,"ادارة الصيانة",DAILY,,"الفحص الفني اليومي",Maintenance/inspections.php,20,1,44,Maintenance/inspections.php
165,13,"ادارة الصيانة",DAILY,,"الصيانة الوقائية",Maintenance/preventive_plans.php,30,1,45,Maintenance/preventive_plans.php
168,13,"ادارة الصيانة",DAILY,,"طلب مالي جديد",FinRequests/request_form.php,40,1,114,FinRequests/request_form.php
169,13,"ادارة الصيانة",DAILY,,"طلباتي المالية",FinRequests/my_requests.php,50,1,115,FinRequests/my_requests.php
477,13,"ادارة الصيانة",HOME,,الرئيسية,Maintenance/dashboard_mnt.php,10,1,138,Maintenance/dashboard_mnt.php
171,13,"ادارة الصيانة",REC,,"المعاملات المالية",Finance/events_list_fin.php,10,1,86,Finance/events_list_fin.php
173,13,"ادارة الصيانة",REP,,"التكاليف والربحية",Finance/cost_report_fin.php,10,1,92,Finance/cost_report_fin.php
174,13,"ادارة الصيانة",REP,,التقارير,emsreports/index.php,20,1,,
166,13,"ادارة الصيانة",SET,,"إعدادات الصيانة",Maintenance/master_data.php,10,1,46,Maintenance/master_data.php
167,13,"ادارة الصيانة",SET,,"تصنيفات الأعطال",Equipments/manage_failure_codes.php,20,1,38,Equipments/manage_failure_codes.php
175,13,"ادارة الصيانة",SET,,الإعدادات,Settings/settings.php,30,1,11,Settings/settings.php
183,14,"مشرف صيانة",APPR,,"موافقات إدارتي",FinRequests/dept_inbox.php,10,1,116,FinRequests/dept_inbox.php
185,14,"مشرف صيانة",APPR,,"الميزانية والانحراف",Finance/budget_form_fin.php,20,1,89,Finance/budget_form_fin.php
176,14,"مشرف صيانة",DAILY,,"أوامر الصيانة",Maintenance/orders.php,10,1,43,Maintenance/orders.php
177,14,"مشرف صيانة",DAILY,,"الفحص الفني اليومي",Maintenance/inspections.php,20,1,44,Maintenance/inspections.php
178,14,"مشرف صيانة",DAILY,,"الصيانة الوقائية",Maintenance/preventive_plans.php,30,1,45,Maintenance/preventive_plans.php
181,14,"مشرف صيانة",DAILY,,"طلب مالي جديد",FinRequests/request_form.php,40,1,114,FinRequests/request_form.php
182,14,"مشرف صيانة",DAILY,,"طلباتي المالية",FinRequests/my_requests.php,50,1,115,FinRequests/my_requests.php
478,14,"مشرف صيانة",HOME,,الرئيسية,Maintenance/dashboard_mnt.php,10,1,138,Maintenance/dashboard_mnt.php
184,14,"مشرف صيانة",REC,,"المعاملات المالية",Finance/events_list_fin.php,10,1,86,Finance/events_list_fin.php
186,14,"مشرف صيانة",REP,,"التكاليف والربحية",Finance/cost_report_fin.php,10,1,92,Finance/cost_report_fin.php
187,14,"مشرف صيانة",REP,,التقارير,emsreports/index.php,20,1,,
179,14,"مشرف صيانة",SET,,"إعدادات الصيانة",Maintenance/master_data.php,10,1,46,Maintenance/master_data.php
180,14,"مشرف صيانة",SET,,"تصنيفات الأعطال",Equipments/manage_failure_codes.php,20,1,38,Equipments/manage_failure_codes.php
188,14,"مشرف صيانة",SET,,الإعدادات,Settings/settings.php,30,1,11,Settings/settings.php
513,15,"إدارة الصلاحيات",APPR,,"موافقات إدارتي",FinRequests/dept_inbox.php,10,1,116,FinRequests/dept_inbox.php
506,15,"إدارة الصلاحيات",APPR,,"الميزانية والانحراف",Finance/budget_form_fin.php,20,1,89,Finance/budget_form_fin.php
191,15,"إدارة الصلاحيات",DAILY,,"طلب مالي جديد",FinRequests/request_form.php,10,1,114,FinRequests/request_form.php
192,15,"إدارة الصلاحيات",DAILY,,"طلباتي المالية",FinRequests/my_requests.php,20,1,115,FinRequests/my_requests.php
843,15,"إدارة الصلاحيات",GOV,,"مركز حوكمة الصلاحيات",admin/sec_governance.php,10,1,222,admin/sec_governance.php
844,15,"إدارة الصلاحيات",GOV,,"معالج إعداد الموظف",admin/sec_employee_wizard.php,11,1,223,admin/sec_employee_wizard.php
471,15,"إدارة الصلاحيات",HOME,,الرئيسية,main/role_board.php,10,1,139,main/role_board.php
190,15,"إدارة الصلاحيات",REC,,المعاونون,main/all_assistants.php,10,1,61,main/all_assistants.php
789,15,"إدارة الصلاحيات",REC,,المعاونون,main/project_users.php,20,1,14,main/project_users.php
189,15,"إدارة الصلاحيات",SET,,"إدارة المستخدمين",main/users.php,10,1,3,main/users.php
193,15,"إدارة الصلاحيات",SET,,الإعدادات,Settings/settings.php,20,1,11,Settings/settings.php
206,16,"إدارة المشتريات",APPR,,"موافقات إدارتي",FinRequests/dept_inbox.php,10,1,116,FinRequests/dept_inbox.php
208,16,"إدارة المشتريات",APPR,,"الميزانية والانحراف",Finance/budget_form_fin.php,20,1,89,Finance/budget_form_fin.php
196,16,"إدارة المشتريات",DAILY,,"طلبات الشراء",Procurement/requests_proc.php,10,1,69,Procurement/requests_proc.php
197,16,"إدارة المشتريات",DAILY,,"أوامر الشراء",Procurement/orders_proc.php,20,1,70,Procurement/orders_proc.php
198,16,"إدارة المشتريات",DAILY,,"الاستلام المؤقت",Procurement/receipt_custody_proc.php,30,1,71,Procurement/receipt_custody_proc.php
200,16,"إدارة المشتريات",DAILY,,"صرف المخزون والعهدة",Procurement/issue_proc.php,40,1,73,Procurement/issue_proc.php
204,16,"إدارة المشتريات",DAILY,,"طلب مالي جديد",FinRequests/request_form.php,50,1,114,FinRequests/request_form.php
205,16,"إدارة المشتريات",DAILY,,"طلباتي المالية",FinRequests/my_requests.php,60,1,115,FinRequests/my_requests.php
209,16,"إدارة المشتريات",DAILY,,"المدفوعات والخزينة",Finance/payments_fin.php,70,1,91,Finance/payments_fin.php
194,16,"إدارة المشتريات",HOME,,الرئيسية,Procurement/dashboard_proc.php,10,1,67,Procurement/dashboard_proc.php
199,16,"إدارة المشتريات",REC,,المخزون,Procurement/stock_proc.php,10,1,72,Procurement/stock_proc.php
202,16,"إدارة المشتريات",REC,,"موردو المشتريات",Procurement/suppliers_proc.php,20,1,75,Procurement/suppliers_proc.php
207,16,"إدارة المشتريات",REC,,"المعاملات المالية",Finance/events_list_fin.php,30,1,86,Finance/events_list_fin.php
690,16,"إدارة المشتريات",REC,,"طلبات عروض الموردين",Suppliers/rfq_requests.php,70,1,171,Suppliers/rfq_requests.php
195,16,"إدارة المشتريات",SET,,"كتالوج الأصناف",Procurement/items_proc.php,10,1,68,Procurement/items_proc.php
201,16,"إدارة المشتريات",SET,,"حدود إعادة الطلب",Procurement/reordering_proc.php,20,1,74,Procurement/reordering_proc.php
203,16,"إدارة المشتريات",SET,,"البيانات المرجعية",Procurement/master_data_proc.php,30,1,76,Procurement/master_data_proc.php
210,16,"إدارة المشتريات",SET,,الإعدادات,Settings/settings.php,40,1,11,Settings/settings.php
762,17,"إدارة المالية",APPR,11,"صندوق الاعتمادات الموحد",Finance/approvals_inbox.php,5,1,192,Finance/approvals_inbox.php
217,17,"إدارة المالية",APPR,15,"وحدات الأطراف",Finance/unit_records_fin.php,10,1,105,Finance/unit_records_fin.php
560,17,"إدارة المالية",APPR,11,"لوحة الإسناد اليومي",Approvals/attribution_board.php,12,1,146,Approvals/attribution_board.php
218,17,"إدارة المالية",APPR,15,"استقبال معاملات الإدارات",Finance/import_events_fin.php,20,1,98,Finance/import_events_fin.php
221,17,"إدارة المالية",APPR,16,"الميزانية والانحراف",Finance/budget_form_fin.php,30,1,89,Finance/budget_form_fin.php
222,17,"إدارة المالية",APPR,16,"متابعة الانحراف",Finance/variance_monitor_fin.php,40,0,125,Finance/variance_monitor_fin.php
224,17,"إدارة المالية",APPR,12,"الذمم والتحصيل",Finance/dues_fin.php,50,1,90,Finance/dues_fin.php
229,17,"إدارة المالية",APPR,15,"إقفال الفترات",Finance/periods_fin.php,60,1,93,Finance/periods_fin.php
236,17,"إدارة المالية",APPR,11,"الطلبات المالية",FinRequests/finance_gateway.php,70,1,118,FinRequests/finance_gateway.php
241,17,"إدارة المالية",APPR,11,"موافقات إدارتي",FinRequests/dept_inbox.php,80,1,116,FinRequests/dept_inbox.php
226,17,"إدارة المالية",DAILY,14,"المدفوعات والخزينة",Finance/payments_fin.php,10,1,91,Finance/payments_fin.php
227,17,"إدارة المالية",DAILY,14,"المطابقة البنكية",Finance/bank_reconciliation_fin.php,20,1,103,Finance/bank_reconciliation_fin.php
242,17,"إدارة المالية",DAILY,11,"مكتب المحاسب",FinRequests/accountant_desk.php,30,1,117,FinRequests/accountant_desk.php
770,17,"إدارة المالية",DAILY,15,"سجل الوحدات اليومية",Reports/daily_units_report.php,90,1,195,Reports/daily_units_report.php
211,17,"إدارة المالية",HOME,11,الرئيسية,Finance/cfo_daily_board_fin.php,10,1,104,Finance/cfo_daily_board_fin.php
215,17,"إدارة المالية",REC,15,"المعاملات المالية",Finance/events_list_fin.php,10,1,86,Finance/events_list_fin.php
216,17,"إدارة المالية",REC,17,المعاونين,main/project_users.php,20,0,14,main/project_users.php
219,17,"إدارة المالية",REC,15,"القيود اليومية",Finance/journal_form_fin.php,30,1,88,Finance/journal_form_fin.php
230,17,"إدارة المالية",REC,16,"التمويل والالتزامات",Finance/funding_fin.php,40,1,94,Finance/funding_fin.php
492,17,"إدارة المالية",REC,12,المستخلصات,Contracts/claims.php,45,1,142,Contracts/claims.php
538,17,"إدارة المالية",REC,13,"تسويات الموردين",Suppliers/settlements.php,46,1,144,Suppliers/settlements.php
553,17,"إدارة المالية",REC,12,"مصفوفة التزامات العقد",Contracts/contract_obligations.php,47,1,145,Contracts/contract_obligations.php
573,17,"إدارة المالية",REC,13,"تسويات الموظفين",Workforce/employee_settlements.php,47,1,148,Workforce/employee_settlements.php
566,17,"إدارة المالية",REC,12,"احتساب الجزاءات والحوافز",Contracts/penalties.php,48,1,147,Contracts/penalties.php
232,17,"إدارة المالية",REC,15,"الأصول والإهلاك",Finance/assets_fin.php,50,1,101,Finance/assets_fin.php
609,17,"إدارة المالية",REC,13,"بنود عقد المورد",Suppliers/supplier_contract_lines.php,52,1,153,Suppliers/supplier_contract_lines.php
614,17,"إدارة المالية",REC,12,"شروط تعديل السعر",Contracts/price_terms.php,53,1,154,Contracts/price_terms.php
623,17,"إدارة المالية",REC,13,"مسيّر الرواتب",Workforce/payroll_runs.php,55,1,156,Workforce/payroll_runs.php
629,17,"إدارة المالية",REC,13,"سلفيات الموظفين",Workforce/employee_advances.php,56,1,157,Workforce/employee_advances.php
635,17,"إدارة المالية",REC,13,"سلفيات الموردين",Suppliers/supplier_advances.php,57,1,158,Suppliers/supplier_advances.php
642,17,"إدارة المالية",REC,13,"قواعد تحميل المورد وجزاءاته",Suppliers/supplier_rules.php,58,1,159,Suppliers/supplier_rules.php
647,17,"إدارة المالية",REC,13,"الطاقة والجاهزية ومهلة الإحلال",Suppliers/supplier_capacity.php,59,1,160,Suppliers/supplier_capacity.php
649,17,"إدارة المالية",REC,13,"تقييم المورد الدوري",Suppliers/supplier_evaluation.php,60,1,161,Suppliers/supplier_evaluation.php
652,17,"إدارة المالية",REC,13,"تصفية إنهاء عقد المورد",Suppliers/supplier_closure.php,61,1,162,Suppliers/supplier_closure.php
655,17,"إدارة المالية",REC,13,"وثائق المورد وحسابه البنكي",Suppliers/supplier_documents.php,62,1,163,Suppliers/supplier_documents.php
658,17,"إدارة المالية",REC,12,"الفاتورة الضريبية",Contracts/tax_invoices.php,63,1,164,Contracts/tax_invoices.php
661,17,"إدارة المالية",REC,12,"كشف حساب العميل",Contracts/client_statement.php,64,1,165,Contracts/client_statement.php
668,17,"إدارة المالية",REC,12,"الذمم والتحصيل",Contracts/collections.php,65,1,166,Contracts/collections.php
672,17,"إدارة المالية",REC,13,"تصفية إنهاء خدمة الموظف",Workforce/final_settlement.php,66,1,167,Workforce/final_settlement.php
679,17,"إدارة المالية",REC,16,"تعرفة الترحيل وتسعير الأوامر",Transport/transfer_tariffs.php,67,1,168,Transport/transfer_tariffs.php
683,17,"إدارة المالية",REC,15,"الدوريات المالية",Finance/periodic_events_fin.php,68,1,169,Finance/periodic_events_fin.php
691,17,"إدارة المالية",REC,13,"طلبات عروض الموردين",Suppliers/rfq_requests.php,70,1,171,Suppliers/rfq_requests.php
701,17,"إدارة المالية",REC,12,"بنود عقد العميل وقيمته",Contracts/contract_lines.php,72,1,173,Contracts/contract_lines.php
734,17,"إدارة المالية",REC,12,"ربط الخطة بالفعلي",Contracts/plan_actual_link.php,77,1,178,Contracts/plan_actual_link.php
738,17,"إدارة المالية",REC,12,"خط أساس العقد",Contracts/contract_baseline.php,78,1,179,Contracts/contract_baseline.php
745,17,"إدارة المالية",REC,12,"اقتصاد دورة حياة العقد",Contracts/contract_lifecycle.php,79,1,180,Contracts/contract_lifecycle.php
753,17,"إدارة المالية",REC,12,"اللوحة التجارية للعقود",Contracts/commercial_board.php,80,1,181,Contracts/commercial_board.php
212,17,"إدارة المالية",REP,16,"اللوحة التنفيذية",Finance/executive_dashboard_fin.php,10,1,99,Finance/executive_dashboard_fin.php
220,17,"إدارة المالية",REP,15,"القوائم المالية",Finance/financial_statements_fin.php,20,1,100,Finance/financial_statements_fin.php
225,17,"إدارة المالية",REP,13,"كشف حساب المورد",Finance/supplier_statement_fin.php,30,1,106,Finance/supplier_statement_fin.php
228,17,"إدارة المالية",REP,16,"التكاليف والربحية",Finance/cost_report_fin.php,40,1,92,Finance/cost_report_fin.php
231,17,"إدارة المالية",REP,14,"السيولة والتنبؤ النقدي",Finance/cash_forecast_fin.php,50,1,95,Finance/cash_forecast_fin.php
233,17,"إدارة المالية",REP,16,"المحاسبة الإدارية",Finance/management_accounting_fin.php,60,1,96,Finance/management_accounting_fin.php
239,17,"إدارة المالية",REP,16,"زمن دورة الطلبات",FinRequests/cycle_time_board.php,70,1,121,FinRequests/cycle_time_board.php
240,17,"إدارة المالية",REP,16,"تقارير الطلبات المالية",FinRequests/requests_reports.php,80,1,122,FinRequests/requests_reports.php
213,17,"إدارة المالية",SET,15,"دليل الحسابات",Finance/accounts_fin.php,10,1,87,Finance/accounts_fin.php
214,17,"إدارة المالية",SET,17,"المحاسبون والوحدات",Finance/accountants_fin.php,20,1,97,Finance/accountants_fin.php
223,17,"إدارة المالية",SET,16,"الضرائب والقيمة المضافة",Finance/tax_fin.php,30,1,102,Finance/tax_fin.php
234,17,"إدارة المالية",SET,17,"قواعد مخصص الصيانة",Finance/maintenance_provision_fin.php,40,1,126,Finance/maintenance_provision_fin.php
235,17,"إدارة المالية",SET,17,"سياسات مستحقات المشغّلين",Finance/operator_pay_policies_fin.php,50,1,140,Finance/operator_pay_policies_fin.php
237,17,"إدارة المالية",SET,17,"سجل الحركة المالية",FinRequests/effect_map.php,60,1,119,FinRequests/effect_map.php
526,17,"إدارة المالية",SET,14,"العملات وأسعار الصرف",Finance/currencies_fin.php,60,1,143,Finance/currencies_fin.php
238,17,"إدارة المالية",SET,17,"قواعد توجيه الطلبات",FinRequests/routing_admin.php,70,1,120,FinRequests/routing_admin.php
243,17,"إدارة المالية",SET,17,الإعدادات,Settings/settings.php,80,1,11,Settings/settings.php
250,18,"محاسب الإدارة المالية",APPR,,"وحدات الأطراف",Finance/unit_records_fin.php,10,1,105,Finance/unit_records_fin.php
251,18,"محاسب الإدارة المالية",APPR,,"استقبال معاملات الإدارات",Finance/import_events_fin.php,20,1,98,Finance/import_events_fin.php
254,18,"محاسب الإدارة المالية",APPR,,"الميزانية والانحراف",Finance/budget_form_fin.php,30,1,89,Finance/budget_form_fin.php
255,18,"محاسب الإدارة المالية",APPR,,"متابعة الانحراف",Finance/variance_monitor_fin.php,40,1,125,Finance/variance_monitor_fin.php
257,18,"محاسب الإدارة المالية",APPR,,"الذمم والتحصيل",Finance/dues_fin.php,50,1,90,Finance/dues_fin.php
262,18,"محاسب الإدارة المالية",APPR,,"إقفال الفترات",Finance/periods_fin.php,60,1,93,Finance/periods_fin.php
270,18,"محاسب الإدارة المالية",APPR,,"الطلبات المالية",FinRequests/finance_gateway.php,70,1,118,FinRequests/finance_gateway.php
259,18,"محاسب الإدارة المالية",DAILY,,"المدفوعات والخزينة",Finance/payments_fin.php,10,1,91,Finance/payments_fin.php
260,18,"محاسب الإدارة المالية",DAILY,,"المطابقة البنكية",Finance/bank_reconciliation_fin.php,20,1,103,Finance/bank_reconciliation_fin.php
269,18,"محاسب الإدارة المالية",DAILY,,"مكتب المحاسب",FinRequests/accountant_desk.php,30,1,117,FinRequests/accountant_desk.php
244,18,"محاسب الإدارة المالية",HOME,,الرئيسية,Finance/cfo_daily_board_fin.php,10,1,104,Finance/cfo_daily_board_fin.php
248,18,"محاسب الإدارة المالية",REC,,"المعاملات المالية",Finance/events_list_fin.php,10,1,86,Finance/events_list_fin.php
249,18,"محاسب الإدارة المالية",REC,,المعاونين,main/project_users.php,20,1,14,main/project_users.php
252,18,"محاسب الإدارة المالية",REC,,"القيود اليومية",Finance/journal_form_fin.php,30,1,88,Finance/journal_form_fin.php
263,18,"محاسب الإدارة المالية",REC,,"التمويل والالتزامات",Finance/funding_fin.php,40,1,94,Finance/funding_fin.php
493,18,"محاسب الإدارة المالية",REC,,المستخلصات,Contracts/claims.php,45,1,142,Contracts/claims.php
539,18,"محاسب الإدارة المالية",REC,,"تسويات الموردين",Suppliers/settlements.php,46,1,144,Suppliers/settlements.php
554,18,"محاسب الإدارة المالية",REC,,"مصفوفة التزامات العقد",Contracts/contract_obligations.php,47,1,145,Contracts/contract_obligations.php
574,18,"محاسب الإدارة المالية",REC,,"تسويات الموظفين",Workforce/employee_settlements.php,47,1,148,Workforce/employee_settlements.php
567,18,"محاسب الإدارة المالية",REC,,"احتساب الجزاءات والحوافز",Contracts/penalties.php,48,1,147,Contracts/penalties.php
265,18,"محاسب الإدارة المالية",REC,,"الأصول والإهلاك",Finance/assets_fin.php,50,1,101,Finance/assets_fin.php
685,18,"محاسب الإدارة المالية",REC,,"الدوريات المالية",Finance/periodic_events_fin.php,68,1,169,Finance/periodic_events_fin.php
717,18,"محاسب الإدارة المالية",REC,,"خطة دفع العقد",Contracts/contract_payment_schedule.php,75,1,176,Contracts/contract_payment_schedule.php
245,18,"محاسب الإدارة المالية",REP,,"اللوحة التنفيذية",Finance/executive_dashboard_fin.php,10,1,99,Finance/executive_dashboard_fin.php
253,18,"محاسب الإدارة المالية",REP,,"القوائم المالية",Finance/financial_statements_fin.php,20,1,100,Finance/financial_statements_fin.php
258,18,"محاسب الإدارة المالية",REP,,"كشف حساب المورد",Finance/supplier_statement_fin.php,30,1,106,Finance/supplier_statement_fin.php
261,18,"محاسب الإدارة المالية",REP,,"التكاليف والربحية",Finance/cost_report_fin.php,40,1,92,Finance/cost_report_fin.php
264,18,"محاسب الإدارة المالية",REP,,"السيولة والتنبؤ النقدي",Finance/cash_forecast_fin.php,50,1,95,Finance/cash_forecast_fin.php
266,18,"محاسب الإدارة المالية",REP,,"المحاسبة الإدارية",Finance/management_accounting_fin.php,60,1,96,Finance/management_accounting_fin.php
273,18,"محاسب الإدارة المالية",REP,,"زمن دورة الطلبات",FinRequests/cycle_time_board.php,70,1,121,FinRequests/cycle_time_board.php
274,18,"محاسب الإدارة المالية",REP,,"تقارير الطلبات المالية",FinRequests/requests_reports.php,80,1,122,FinRequests/requests_reports.php
246,18,"محاسب الإدارة المالية",SET,,"دليل الحسابات",Finance/accounts_fin.php,10,1,87,Finance/accounts_fin.php
247,18,"محاسب الإدارة المالية",SET,,"المحاسبون والوحدات",Finance/accountants_fin.php,20,1,97,Finance/accountants_fin.php
256,18,"محاسب الإدارة المالية",SET,,"الضرائب والقيمة المضافة",Finance/tax_fin.php,30,1,102,Finance/tax_fin.php
267,18,"محاسب الإدارة المالية",SET,,"قواعد مخصص الصيانة",Finance/maintenance_provision_fin.php,40,1,126,Finance/maintenance_provision_fin.php
268,18,"محاسب الإدارة المالية",SET,,"سياسات مستحقات المشغّلين",Finance/operator_pay_policies_fin.php,50,1,140,Finance/operator_pay_policies_fin.php
271,18,"محاسب الإدارة المالية",SET,,"سجل الحركة المالية",FinRequests/effect_map.php,60,1,119,FinRequests/effect_map.php
527,18,"محاسب الإدارة المالية",SET,,"العملات وأسعار الصرف",Finance/currencies_fin.php,60,1,143,Finance/currencies_fin.php
272,18,"محاسب الإدارة المالية",SET,,"قواعد توجيه الطلبات",FinRequests/routing_admin.php,70,1,120,FinRequests/routing_admin.php
275,18,"محاسب الإدارة المالية",SET,,الإعدادات,Settings/settings.php,80,1,11,Settings/settings.php
282,19,"مدير الإدارة المالية",APPR,,"وحدات الأطراف",Finance/unit_records_fin.php,10,1,105,Finance/unit_records_fin.php
558,19,"مدير الإدارة المالية",APPR,,"لوحة الإسناد اليومي",Approvals/attribution_board.php,12,1,146,Approvals/attribution_board.php
283,19,"مدير الإدارة المالية",APPR,,"استقبال معاملات الإدارات",Finance/import_events_fin.php,20,1,98,Finance/import_events_fin.php
286,19,"مدير الإدارة المالية",APPR,,"الميزانية والانحراف",Finance/budget_form_fin.php,30,1,89,Finance/budget_form_fin.php
287,19,"مدير الإدارة المالية",APPR,,"متابعة الانحراف",Finance/variance_monitor_fin.php,40,1,125,Finance/variance_monitor_fin.php
289,19,"مدير الإدارة المالية",APPR,,"الذمم والتحصيل",Finance/dues_fin.php,50,1,90,Finance/dues_fin.php
294,19,"مدير الإدارة المالية",APPR,,"إقفال الفترات",Finance/periods_fin.php,60,1,93,Finance/periods_fin.php
301,19,"مدير الإدارة المالية",APPR,,"الطلبات المالية",FinRequests/finance_gateway.php,70,1,118,FinRequests/finance_gateway.php
291,19,"مدير الإدارة المالية",DAILY,,"المدفوعات والخزينة",Finance/payments_fin.php,10,1,91,Finance/payments_fin.php
292,19,"مدير الإدارة المالية",DAILY,,"المطابقة البنكية",Finance/bank_reconciliation_fin.php,20,1,103,Finance/bank_reconciliation_fin.php
813,19,"مدير الإدارة المالية",FIN,,"سجل الممولين",Financing/financiers_registry.php,1,1,210,Financing/financiers_registry.php
814,19,"مدير الإدارة المالية",FIN,,"إنشاء عملية تمويل",Financing/financing_operation_new.php,2,1,211,Financing/financing_operation_new.php
809,19,"مدير الإدارة المالية",GOV,,"سجل الكيانات",Governance/entities_registry.php,1,1,206,Governance/entities_registry.php
810,19,"مدير الإدارة المالية",GOV,,"التفويض بالتوقيع",Governance/signing_authority.php,2,1,207,Governance/signing_authority.php
811,19,"مدير الإدارة المالية",GOV,,"التراخيص والكفالات",Governance/licenses_guarantees.php,3,1,208,Governance/licenses_guarantees.php
812,19,"مدير الإدارة المالية",GOV,,"أنماط التفعيل",Governance/activation_patterns.php,4,1,209,Governance/activation_patterns.php
828,19,"مدير الإدارة المالية",GOV,,"منح المجال المقيَّد",Governance/ownership_grants.php,5,1,213,Governance/ownership_grants.php
